CICLO_PAE,ID_EVALUACION,ID_RAMO,DESC_RAMO,MODALIDAD_PP,DESC_PP,TIPO_EVALUACION,EVALUADOR,COSTOS,CICLO_CONCLUSION ,URL_EVALUACION
PAE2008,16u006ped08,16,Medio Ambiente y Recursos Naturales,u006,ProÁrbol - Programa de asistencia técnica para el acceso a los programas forestales,Específica de desempeño,Alejandro Eduardo Guevara Sanginés,83348.90,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/16u006ped08.zip
PAE2008,19s038ped08,19,Aportaciones a Seguridad Social,s038,Programa IMSS - Oportunidades,Específica de desempeño,"Investigación en Salud y Demografía, S. C.",138475.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/19s038ped08.rar
PAE2008,20s048ped08,20,Desarrollo Social,s048,Programa Hábitat,Específica de desempeño,"El Colegio de la Frontera Norte, A.C.",638000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s048ped08.zip
PAE2008,20s048pim08,20,Desarrollo Social,s048,Programa Hábitat,Impacto,"El Colegio de la Frontera Norte, A.C.",638000.00,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s048pim08.pdf
PAE2008,20s052ped08,20,Desarrollo Social,s052,"Programa de Abasto Social de Leche a cargo de Liconsa, S.A. de C.V.",Específica de desempeño,Instituto Nacional de Salud Pública,182000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s052ped08.zip
PAE2008,20s053ped08,20,Desarrollo Social,s053,"Programa de Abasto Rural a cargo de Diconsa, S.A. de C.V. (DICONSA)",Específica de desempeño,Instituto Nacional de Salud Pública,182000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s053ped08.zip
PAE2008,20s054ped08,20,Desarrollo Social,s054,Programa de Opciones Productivas,Específica de desempeño,"El Colegio de la Frontera Norte, A.C.",135000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s054ped08.zip
PAE2008,20s057ped08,20,Desarrollo Social,s057,Programas del Fondo Nacional de Fomento a las Artesanías (FONART),Específica de desempeño,"El Colegio de México, A.C.",135000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s057ped08.zip
PAE2008,20s058ped08,20,Desarrollo Social,s058,"Programa de Ahorro, Subsidio y Crédito para la Vivienda ""Tu casa""",Específica de desempeño,"El Colegio de México, A.C.",436000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s058ped08.zip
PAE2008,20s059ped08,20,Desarrollo Social,s059,Programa para el Desarrollo Local (Microrregiones),Específica de desempeño,"El Colegio de México, A.C.",96983.33,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s059ped08.zip
PAE2008,20s061ped08,20,Desarrollo Social,s061,Programa 3 x 1 para Migrantes,Específica de desempeño,"El Colegio de la Frontera Norte, A.C.",140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s061ped08.zip
PAE2008,20s065ped08,20,Desarrollo Social,s065,Programa de Atención a Jornaleros Agrícolas,Específica de desempeño,"El Colegio de la Frontera Norte, A.C.",140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s065ped08.zip
PAE2008,20s070ped08,20,Desarrollo Social,s070,Programa de Coinversión Social,Específica de desempeño,"El Colegio de la Frontera Norte, A.C.",140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s070ped08.zip
PAE2008,20s071ped08,20,Desarrollo Social,s071,Programa de Empleo Temporal (PET),Específica de desempeño,Universidad Autónoma Metropolitana,129920.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s071ped08.zip
PAE2008,20s072ped08,20,Desarrollo Social,s072,Programa de Desarrollo Humano Oportunidades,Específica de desempeño,Iliana Yaschine Arroyo,182000.00,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s072ped08.zip
PAE2008,20s117ped08,20,Desarrollo Social,s117,Programa de Vivienda Rural,Específica de desempeño,"El Colegio de México, A.C.",574240.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s117ped08.zip
PAE2008,20s118ped08,20,Desarrollo Social,s118,Programa de Apoyo Alimentario,Específica de desempeño,Instituto Nacional de Salud Pública,182000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s118ped08.zip
PAE2008,20s155ped08,20,Desarrollo Social,s155,"Programa de Apoyo a las Instancias de Mujeres en las Entidades Federativas, Para Implementar y Ejecutar Programas de Prevención de la Violencia Contra las Mujeres",Específica de desempeño,"El Colegio de la Frontera Norte, A.C.",140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s155ped08.zip
PAE2008,20s174ped08,20,Desarrollo Social,s174,Programa de guarderías y estancias infantiles para apoyar a madres trabajadoras,Específica de desempeño,Universidad Autónoma Metropolitana,129920.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s174ped08.zip
PAE2008,20s175ped08,20,Desarrollo Social,s175,Rescate de espacios públicos,Específica de desempeño,"El Colegio de la Frontera Norte, A.C.",638000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s175ped08.zip
PAE2008,20s176ped08,20,Desarrollo Social,s176,Programa de Atención a los Adultos Mayores de 70 años y más en zonas rurales,Específica de desempeño,"El Colegio de la Frontera Norte, A.C.",140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s176ped08.rar
PAE2008,20s213ped08,20,Desarrollo Social,s213,Programa de apoyo a los avecindados en condiciones de pobreza patrimonial para regularizar asentamientos humanos irregulares ( PASPRAH ),Específica de desempeño,"El Colegio de México, A.C.",638000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s213ped08.rar
PAE2008,20s716ped08,20,Desarrollo Social,s716,Programa de Apoyo a Zonas de Atención Prioritaria,Específica de desempeño,"El Colegio de México, A.C.",96983.33,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/20s716ped08.zip
PAE2008,38s190ped08,38,Consejo Nacional de Ciencia y Tecnología,s190,Becas para realizar estudios de posgrado,Específica de desempeño,"C-230 Consultores, S. C.",117866.67,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/38s190ped08.zip
PAE2008,38s191ped08,38,Consejo Nacional de Ciencia y Tecnología,s191,Sistema Nacional de Investigadores,Específica de desempeño,"C-230 Consultores, S. C.",140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/38s191ped08.rar
PAE2008,38s192ped08,38,Consejo Nacional de Ciencia y Tecnología,s192,"Fomento a la realización de proyectos que incrementen la capacidad científica y tecnológica, a nivel sectorial y regional",Específica de desempeño,"C-230 Consultores, S. C.",140000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/38s192ped08.zip
PAE2008,38s215ped08,38,Consejo Nacional de Ciencia y Tecnología,s215,Becas para realizar estudios de posgrado,Específica de desempeño,"C-230 Consultores, S. C.",51090.67,2008,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2008/38s215ped08.rar
PAE2009,06s001ped09,6,Hacienda y Crédito Público,s001,Subsidio a la Prima del Seguro Agropecuario,Específica de desempeño,"El Colegio de México, A.C.",117866.67,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06s001ped09.zip
PAE2009,06s172ped09,6,Hacienda y Crédito Público,s172,Programa de Apoyo a los Fondos de Aseguramiento Agropecuario,Específica de desempeño,"El Colegio de México, A.C.",117866.67,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06s172ped09.zip
PAE2009,06s177ped09,6,Hacienda y Crédito Público,s177,Programa de esquema de financiamiento y subsidio federal para vivienda,Específica de desempeño,"El Colegio de México, A.C.",505760.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06s177ped09.zip
PAE2009,06s177ppg09,6,Hacienda y Crédito Público,s177,Programa de esquema de financiamiento y subsidio federal para vivienda,Específica de perspectiva de género,Instituto Nacional de las Mujeres,505760.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06s177ppg09.pdf
PAE2009,06s178ped09,6,Hacienda y Crédito Público,s178,Programas Albergues Escolares Indígenas (PAEI),Específica de desempeño,Paloma Bonfil Sánchez,140000.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06s178ped09.zip
PAE2009,06s179ped09,6,Hacienda y Crédito Público,s179,Programa de Infraestructura Básica para la Atención de los Pueblos Indígenas (PIBAI),Específica de desempeño,Paloma Bonfil Sánchez,140000.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06s179ped09.zip
PAE2009,06s180ped09,6,Hacienda y Crédito Público,s180,Programa Fondos Regionales Indígenas (PFRI),Específica de desempeño,Paloma Bonfil Sánchez,114900.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06s180ped09.zip
PAE2009,06s181ped09,6,Hacienda y Crédito Público,s181,Programa Organización Productiva para Mujeres Indígenas (POPMI),Específica de desempeño,Paloma Bonfil Sánchez,114900.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06s181ped09.zip
PAE2009,06s182ped09,6,Hacienda y Crédito Público,s182,Programa Promoción de Convenios en Materia de Justicia (PPCMJ),Específica de desempeño,Paloma Bonfil Sánchez,96280.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06s182ped09.zip
PAE2009,06s183ped09,6,Hacienda y Crédito Público,s183,Programa de Fomento y Desarrollo de las Culturas Indígenas (PFDCI),Específica de desempeño,Paloma Bonfil Sánchez,100000.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06s183ped09.zip
PAE2009,06s183ppr09,6,Hacienda y Crédito Público,s183,Programa de Fomento y Desarrollo de las Culturas Indígenas (PFDCI),Procesos,"Centro Regional de Investigaciones Multidisciplinarias, UNAM",1300000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06s183ppr09.zip
PAE2009,06s184ped09,6,Hacienda y Crédito Público,s184,Programa Turismo Alternativo en Zonas Indígenas (PTAZI),Específica de desempeño,Paloma Bonfil Sánchez,114900.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06s184ped09.zip
PAE2009,06s184ppr09,6,Hacienda y Crédito Público,s184,Programa Turismo Alternativo en Zonas Indígenas (PTAZI),Procesos,Universidad Autónoma Metropolitana,1299500.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06s184ppr09.zip
PAE2009,06s185ped09,6,Hacienda y Crédito Público,s185,Programa de Coordinación para el Apoyo a la Producción Indígena (PROCAPI),Específica de desempeño,Paloma Bonfil Sánchez,114900.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06s185ped09.zip
PAE2009,06s199ped09,6,Hacienda y Crédito Público,s199,Fondo de Contingencias y Autoseguro,Específica de desempeño,"El Colegio de México, A.C.",117866.67,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06s199ped09.zip
PAE2009,06u001ped09,6,Hacienda y Crédito Público,u001,Fomento a la producción de vivienda en las Entidades Federativas y Municipios,Específica de desempeño,"El Colegio de México, A.C.",81547.50,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06u001ped09.zip
PAE2009,06u002ped09,6,Hacienda y Crédito Público,u002,Proyecto para la Atención a Indígenas Desplazados (Indígenas urbanos y migrantes desplazados),Específica de desempeño,Paloma Bonfil Sánchez,96280.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06u002ped09.zip
PAE2009,06u004ped09,6,Hacienda y Crédito Público,u004,Apoyo a proyectos de comunicación indígena,Específica de desempeño,Paloma Bonfil Sánchez,96280.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/06u004ped09.zip
PAE2009,08s161ped09,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s161,PROCAMPO,Específica de desempeño,"El Colegio de México, A.C.",74117.65,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/08s161ped09.zip
PAE2009,08s161ppg09,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s161,PROCAMPO,Específica de perspectiva de género,Instituto Nacional de las Mujeres,74117.65,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/08s161ppg09.pdf
PAE2009,08s170ped09,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s170,Programa para la Adquisición de Activos Productivos,Específica de desempeño,Colegio de Postgraduados,74117.65,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/08s170ped09.zip
PAE2009,08s173ped09,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s173,Programa de Apoyo a Contingencias Climatológicas,Específica de desempeño,"El Colegio de México, A.C.",74117.65,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/08s173ped09.zip
PAE2009,08s195ped09,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s195,Programa de Uso Sustentable de Recursos Naturales para la Producción Primaria,Específica de desempeño,"El Colegio de México, A.C.",83000.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/08s195ped09.zip
PAE2009,08s195ppg09,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s195,Programa de Uso Sustentable de Recursos Naturales para la Producción Primaria,Específica de perspectiva de género,Instituto Nacional de las Mujeres,83000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/08s195ppg09.pdf
PAE2009,08s198ped09,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s198,Programa de Soporte al Sector Agropecuario,Específica de desempeño,Colegio de Postgraduados,74117.65,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/08s198ped09.zip
PAE2009,08s210ped09,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s210,Programa de Inducción y Desarrollo del Financiamiento al Medio Rural,Específica de desempeño,"El Colegio de México, A.C.",74117.65,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/08s210ped09.zip
PAE2009,08s211ped09,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s211,Programa de Atención a Problemas Estructurales,Específica de desempeño,"El Colegio de México, A.C.",74117.65,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/08s211ped09.zip
PAE2009,08s212ped09,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s212,Programa de Apoyo a la Participación de Actores para el Desarrollo Rural,Específica de desempeño,Colegio de Postgraduados,74117.65,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/08s212ped09.zip
PAE2009,10s016ped09,10,Economía,s016,Fondo de Microfinanciamiento a Mujeres Rurales (FOMMUR),Específica de desempeño,"C-230 Consultores, S. C.",117867.66,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/10s016ped09.zip
PAE2009,10s017ped09,10,Economía,s017,Fondo Nacional de Apoyos para Empresas en Solidaridad (FONAES),Específica de desempeño,"C-230 Consultores, S. C.",135000.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/10s017ped09.zip
PAE2009,10s020ped09,10,Economía,s020,"Fondo de Apoyo para la Micro, Pequeña y Mediana Empresa (Fondo PYME)",Específica de desempeño,"C-230 Consultores, S. C.",95000.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/10s020ped09.zip
